股票代码	股票名称	研报标题	评级	机构	18年预测收益	19年预测收益	研报时间
600305	恒顺醋业	2017年年报点评：报表业绩靓丽，主业稳健增长	增持	长城证券	-	0.56	4月17日
600512	腾达建设	订单高储备奠定稳增基调，长三角市政民营龙头优势渐显	增持	国金证券	-	0.25	4月13日
000503	海虹控股	“国新健康”-肩负健康保障国家重任	买入	招商证券	0.02	0.17	4月16日
000671	阳光城	2017年年报点评：修内功，动能强	买入	国信证券	-	0.71	4月16日
000858	五粮液	深度报告：策马扬鞭，五粮液“大坝”理论看市值成长空间	买入	东兴证券	2.45	3.3	4月16日
603368	柳州医药	纯销业务快速增长，零售、饮片业务大有可为	买入	财富证券	-	2.71	4月16日
002126	银轮股份	资产减值影响业绩，成本压力将逐步缓解	买入	太平洋	-	0.51	4月16日
600387	海越股份	检修导致扣非利润下滑，一季度PDH价差扩大，18年业绩增长可期	增持	中信建投	-	0.77	4月16日
600376	首开股份	向千亿迈进	买入	中信建投	-	0.9	4月16日
000100	TCL集团	核心业务全年业绩大幅优化，2018Q1延续超预期态势	买入	中信建投	0.2	0.24	4月16日
603889	新澳股份	产能扩张，澳毛涨价传导，营收规模高增，加大投入探索羊毛多领域潜力	增持	中信建投	-	0.62	4月16日
300577	开润股份	2017年报点评：17年业绩靓丽，B2C业务发展迅速	增持	东方财富证券	-	1.64	4月16日
002126	银轮股份	业绩基本符合预期，多元布局带来快速增长	增持	招商证券	-	0.53	4月16日
000860	顺鑫农业	白酒剑指百亿，期待改革助力	买入	招商证券	-	1.07	4月16日
600436	片仔癀	业绩超预期 期待片仔癀提价	增持	招商证券	-	1.72	4月16日
002371	北方华创	多产品齐头并进，二期厂房投入生产，海外研发基地落地，三大亮点助推设备龙头扬帆起航	增持	招商证券	-	0.41	4月16日
600681	百川能源	2017年报点评：归属净利润同比增长56%，体现良好发展态势	买入	招商证券	-	1	4月16日
300487	蓝晓科技	业绩增长符合预期，静待提锂项目收入逐步落实	买入	招商证券	-	0.94	4月17日
002511	中顺洁柔	业绩符合预期，渠道为先聚力前行	买入	招商证券	-	0.58	4月17日
002508	老板电器	国内厨电增速有所回落，公司嵌入式产品快速增长	增持	信达证券	-	1.85	4月17日
002572	索菲亚	渠道建设持续发力，业绩稳步增长	增持	华泰证券	-	1.39	4月17日
002572	索菲亚	索菲亚一季报：收入增长符合预期，战略成效持续验证	买入	东吴证券	-	1.34	4月17日
300308	中际旭创	年报符合预期，100G放量，数通龙头进入快车道	增持	天风证券	-	1.87	4月17日
300532	今天国际	公司快报：超市物流巨额订单预中标，行业拓展再下一城	买入	安信证券	0.6	0.98	4月18日
603416	信捷电气	收入高增，景气度有望持续	买入	安信证券	-	1.24	4月18日
002572	索菲亚	调整初见效，期待更好的自己	买入	安信证券	-	1.33	4月18日
601100	恒立液压	尽享下游回暖，多领域开拓兼具成长属性	增持	国联证券	-	0.98	4月18日
002126	银轮股份	我们为什么此时战略性看多银轮股份	买入	东北证券	-	0.51	4月18日
002218	拓日新能	业绩符合预期，电站及EPC业务快速增长	增持	东北证券	-	0.18	4月18日
603518	维格娜丝	2018年一季报点评：业绩保持快增	买入	东莞证券	-	1.67	4月18日
300375	鹏翎股份	成本压力趋稳，汽车胶管龙头稳步成长	买入	太平洋	-	0.66	4月17日
300343	联创互联	双主业稳步发展，四轮驱动打造“联创数字”板块	增持	太平洋	-	0.79	4月17日
600031	三一重工	经营质量大幅提升，业绩释放有望超预期	买入	太平洋	-	0.54	4月17日
300258	精锻科技	短期汇兑影响盈利增速，产能释放保障业绩增长	买入	东方证券	-	0.79	4月17日
000568	泸州老窖	国窖1573量价齐升，战略单品助推业绩增长	增持	国联证券	-	2.38	4月17日
300180	华峰超纤	双轮驱动业绩增长，受益移动支付高速增长	增持	国联证券	0.41	0.78	4月17日
000598	兴蓉环境	业绩平稳增长，关注集团国改进展	增持	国联证券	-	0.35	4月17日
601668	中国建筑	建筑龙头稳健增长，业务结构持续优化	买入	东北证券	-	1.22	4月16日
600628	新世界	剔除新南东项目影响净利润同比增长1.73%，预计2018年业绩将维持稳定增长	增持	申万宏源	-	0.42	4月16日
600584	长电科技	年报点评：行业龙头地位稳固，多管齐下释放盈利能力	增持	联讯证券	-	0.62	4月16日
002511	中顺洁柔	2017年报点评：栉风沐雨，砥砺前行	增持	长城证券	-	0.59	4月17日
600535	天士力	一季报点评：工业商业皆增长稳健，普佑克销售再创新高	买入	中国银河	-	1.48	4月17日
300630	普利制药	年报符合预期，政策红利下高速发展	买入	国金证券	-	1.219	4月13日
600699	均胜电子	并表高田 开启均胜智能驾驶时代	买入	天风证券	0.95	1.06	4月13日
600388	龙净环保	业绩符合预期，拥抱非电布局环保全产业链	增持	光大证券	-	0.74	4月13日
601366	利群股份	1Q2018归母净利增37.88%，腾讯助力打造智慧零售！	买入	天风证券	-	0.52	4月16日
002635	安洁科技	营收高速增长，智能手机和新能源汽车多点开花	买入	华金证券	-	1.25	4月16日
600436	片仔癀	营销出奇，收获之年	买入	华泰证券	-	1.83	4月16日
300595	欧普康视	业绩符合预期，产能扩充完备	增持	国联证券	-	1.63	4月13日
000100	TCL集团	利润打消疑虑，全年有望50%高增	买入	华泰证券	0.2	0.3	4月16日
603156	养元饮品	受益成本及销售费用下降，Q1净利润大幅增长	增持	东北证券	-	4.67	4月16日
000503	海虹控股	“国新健康”——肩负健康保障国家重任	买入	招商证券	0.02	0.17	4月16日
002304	洋河股份	增长稳健，价值洼地	买入	招商证券	4.38	5.37	4月16日
300389	艾比森	战略调整，17年下半年业绩大幅反转	买入	方正证券	-	0.75	4月16日
300078	思创医惠	医疗业务维持快速增长，商业智能业务拖累业绩增长	买入	太平洋	-	0.31	4月16日
300699	光威复材	签订军品合同，有望保持稳健增长	增持	申万宏源	-	0.97	4月16日
600054	黄山旅游	期待“管理发力+大交通改善”下的二次腾飞	买入	东方证券	-	0.6	4月16日
002409	雅克科技	收购重组获批文，电子材料龙头扬帆起航	买入	申万宏源	-	0.22	4月16日
000630	铜陵有色	铜陵有色2017年年报点评：增量降本，2018年利润或明显提升	增持	太平洋	-	0.14	4月16日
603156	养元饮品	养元饮品一季报点评：业绩迎反转，步入新周期	增持	太平洋	-	5.222	4月16日
603338	浙江鼎力	产能扩张有序推进，国内外市场持续发力	买入	太平洋	-	2.28	4月16日
600681	百川能源	业绩爆发增长，气源充足支撑公司未来发展	买入	东北证券	-	0.98	4月17日
600276	恒瑞医药	创新药步入收获期，国际化战略稳步推进	买入	东北证券	-	1.43	4月17日
002690	美亚光电	2017年年报：口腔CT业务占比持续提升	增持	东北证券	-	0.65	4月17日
002008	大族激光	业绩高增长，期待设备与激光器共舞	买入	华泰证券	-	2.06	4月17日
603679	华体科技	公司加入华为eLTE生态联盟，智慧照明系统或至腾飞前夜	买入	天风证券	0.53	1.06	4月17日
002050	三花智控	盈利能力持续提升，汇兑损益影响明显	买入	天风证券	-	0.71	4月17日
600681	百川能源	2017年年报点评：煤改气持续推进，业务布局有望拓展	买入	光大证券	-	0.97	4月17日
002433	太安堂	康爱多盈利突破3191万，财务费用拖累公司业绩增速	买入	广证恒生	-	0.5	4月18日
002707	众信旅游	中西部增速提升显著，行业复苏看好18年业绩反弹	买入	安信证券	-	0.37	4月18日
002195	二三四五	推出星球联盟计划，互联网征程二次出发	买入	天风证券	0.27	0.37	4月18日
603707	健友股份	各项业务稳步推进，2018Q1业绩符合预期	买入	安信证券	-	0.91	4月18日
300532	今天国际	"获华润万家首位候选,龙头地位强化"	增持	华泰证券	-	0.98	4月18日
000671	阳光城	全国化布局彰显，控负债卓有成效	增持	申万宏源	-	0.74	4月18日
002044	美年健康	核心指标均显示公司扩张步伐稳健	买入	太平洋	-	0.4	4月18日
002044	美年健康	"业绩持续高增长,龙头地位进一步巩固-180418"	买入	西南证券	-	0.36	4月18日
600031	三一重工	业绩符合预期，包袱出清经营质量显著改善	买入	东方证券	-	0.53	4月18日
601003	柳钢股份	2017年年报点评：2017年业绩靓丽，2018年一季度小幅超预期	增持	光大证券	-	1.06	4月17日
603589	口子窖	消费升级助力徽酒回暖，产品结构优化推动盈利稳健提升	买入	东方证券	1.7	2.14	4月17日
600138	中青旅	占据“资源+团队+资本”优势，打造一流旅游综合服务商	增持	平安证券	0.76	0.97	4月17日
603517	绝味食品	门店稳步扩张，公司持续高增长	买入	山西证券	-	1.53	4月17日
603517	绝味食品	2017年年报点评：业绩符合预期，绝味稳步前进	买入	国信证券	-	1.54	4月17日
002191	劲嘉股份	主业烟标夯实根基，新业务稳步推进	买入	安信证券	-	0.47	4月16日
600029	南方航空	3月数据点评：客座率水平4年最高，同比提升2%，预计一季报高油价下仍可实现较快增长	买入	华创证券	-	0.86	4月16日
300017	网宿科技	单季毛利率持续回升，业绩有望迎来拐点	增持	东北证券	-	0.43	4月16日
600681	百川能源	年报业绩符合预期，立足京津冀，横向与纵向拓展并举	买入	安信证券	-	0.99	4月16日
300258	精锻科技	订单与产能双释放，有望助推业绩逐季加速	买入	太平洋	-	0.8	4月17日
002511	中顺洁柔	期浆价因素扰动，长期高成长性不变	增持	国海证券	-	0.57	4月17日
002511	中顺洁柔	稳健增长的品牌消费龙头	买入	安信证券	-	0.58	4月17日
000537	广宇发展	一季报业绩增长超预期，有望受益海南区位价值提升	买入	天风证券	-	1.62	4月13日
300329	海伦钢琴	内销需求潜力释放，文化转型稳步推进	增持	国金证券	-	0.2	4月13日
002341	新纶科技	功能材料进口替代、业绩加速增长	买入	国元证券	-	0.31	4月13日
600406	国电南瑞	配套融资布局全新业务领域，战略投资入股协同效应将现	买入	国金证券	0.369	0.424	4月13日
300395	菲利华	半导体引领增长，石英复材迎新机遇	买入	华泰证券	-	0.51	4月16日
000818	方大化工	化工军工双轮驱动，业绩高速增长势头延续	买入	中信建投	-	0.74	4月16日
600312	平高电气	业绩保持稳定，海外业务成为新增长点	买入	中信建投	-	0.58	4月16日
603301	振德医疗	医用敷料行业龙头企业	-	财通证券	-	1.44	4月13日
603338	浙江鼎力	业绩高质量增长，不惧贸易战影响	买入	招商证券	-	2.29	4月13日
300577	开润股份	开润股份17年报：业绩增速符合预期，参股+赋能形式开展产业链投资，裂变式发展启航	买入	东吴证券	-	1.66	4月13日
300577	开润股份	17年业绩符合预期，自主品牌加速出行场景覆盖	增持	申万宏源	-	1.67	4月16日
002138	顺络电子	跟踪报告：核心能力突出，电感老业务盈利能力增强，各项新业务驱动未来发展	买入	光大证券	-	0.69	4月16日
002341	新纶科技	定增批文落地，业绩增长提速	买入	国盛证券	-	0.35	4月16日
000786	北新建材	最好的时间，最好的北新	买入	长江证券	-	2.07	4月16日
300357	我武生物	脱敏诊疗龙头，渠道布局显效，长期创新可期	增持	东吴证券	-	1.48	4月15日
603517	绝味食品	绝味食品2017年报点评：规模优势继续扩大，毛利率快速提升	买入	太平洋	-	1.58	4月16日
002368	太极股份	数字中国深度研究系列：深度报告2：数字经济擎旗者，乘风而起	买入	华创证券	-	0.86	4月16日
002371	北方华创	北方华创：天时地利人和俱备，短中长期逻辑清晰，边际变化显著	-	天风证券	-	-	4月16日
603517	绝味食品	新开门店数达计划上限，单店收入亦同比提升	买入	国金证券	-	1.463	4月16日
603517	绝味食品	主业增长持续性好，“美食生态圈”储备新动能	增持	平安证券	-	1.45	4月16日
600276	恒瑞医药	收入增速超预期，重磅创新药有望带动业绩增速加快	买入	中泰证券	-	1.41	4月16日
000581	威孚高科	商用车环保龙头，17年业绩大幅增长	买入	东北证券	-	2.75	4月17日
000726	鲁泰A	鲁泰A年报：人民币升值影响三、四季度毛利率，18年一季度接单良好，业绩有望恢复平稳增长	买入	东吴证券	-	1.08	4月17日
600176	中国巨石	十年匠心，从头越	买入	长江证券	-	1	4月17日
002850	科达利	补贴缺口让利毛利下滑，绑定下游厂商未来发展稳定	买入	中信建投	-	1.46	4月17日
002050	三花智控	2017年年报点评：剔除汇率影响利润增5成，未来业务空间有望持续突破	增持	光大证券	-	0.74	4月17日
300078	思创医惠	2017年年报点评：商业智能面临压力，智慧医疗稳健成长	增持	光大证券	-	0.24	4月17日
601366	利群股份	2018年一季度业绩快报点评：业绩超预期，毛利率显著提升	增持	光大证券	-	0.57	4月17日
300059	东方财富	业绩略超预期，流量生态驱动边际大幅改善	买入	安信证券	-	0.24	4月18日
600054	黄山旅游	公司快报：高管换届注入新活力，外延扩张再添新动力	买入	安信证券	-	0.6	4月18日
000581	威孚高科	业绩高增长，5.2%股息率价值重估	买入	招商证券	-	2.71	4月18日
601958	金钼股份	盈利显著增厚，期待钼业持续回暖	增持	华泰证券	-	0.1	4月18日
600048	保利地产	2017年年报点评：结算业绩符合预期 国企改革提速发展值得期待	买入	东莞证券	-	1.6	4月18日
601900	南方传媒	年报点评：“一体两翼”战略下夯实出版发行 规模优势助力营收利润双增	买入	国海证券	-	0.87	4月18日
600867	通化东宝	持续高增长，三代胰岛素上市在即	买入	华泰证券	-	0.64	4月18日
000568	泸州老窖	高端拉动效应明显，跨越百亿后增长可期	买入	财富证券	-	2.46	4月17日
600535	天士力	天士力2018一季报点评：工商业齐头并进，业绩上升趋势确定	买入	中银国际	-	1.49	4月17日
002659	凯文教育	凯文教育：钢结构业务成功剥离，教育业务多点开花	-	中银国际	-	-	4月17日
600305	恒顺醋业	调味品业务小幅增长，费用率下降助力盈利水平提升	买入	东方证券	-	0.38	4月17日
000726	鲁泰A	“高股息率+股份回购”提升价值，汇率企稳后盈利增速有望恢复	增持	东方证券	-	0.99	4月17日
600048	保利地产	2017年年报点评：业绩好，土储高，融资强，彰显龙头风采	买入	东方证券	-	1.72	4月17日
002050	三花智控	毛利率：不惧成本压力	买入	安信证券	-	0.74	4月17日
300258	精锻科技	2018年一季报点评：汇兑因素致短期业绩承压，新订单逐步释放保长期增长	增持	国海证券	-	0.77	4月17日
600050	中国联通	开支大幅度下滑，战略股东推新业务	增持	上海证券	-	0.124	4月16日
300017	网宿科技	市场格局趋稳，云厂商价格战动力有限，公司站在增长拐点	增持	天风证券	-	0.42	4月16日
601116	三江购物	引入阿里毛利提升显著，再推员工持股深化员工凝聚力！	买入	天风证券	-	0.32	4月16日
600057	象屿股份	一季报预增52%-72%，拟3.2亿元收购象道物流20%股权，供应链差异化发展路径清晰农产与铁路物流融合发力	增持	华创证券	0.49	0.67	4月16日
600498	烽火通信	2017业绩表现低于预期，业务转型提升发展后劲	-	群益证券	0.741	0.865	4月17日
300673	佩蒂股份	一季报业绩翻倍超预期，国内国外双管齐下看点多多	增持	申万宏源	-	1.91	4月17日
002157	正邦科技	1-3月出栏大增，生猪盈利有望修复	买入	华泰证券	0.23	0.43	4月13日
300258	精锻科技	一季度业绩预告点评：Q1收入较快增长，结合齿等有望成新增长点	买入	渤海证券	0.62	0.79	4月13日
603387	基蛋生物	POCT保持快速增长，新平台带来更大空间	增持	东兴证券	-	1.96	4月13日
300014	亿纬锂能	锂离子电池收入翻番，一季报业绩符合预期	增持	中银国际	-	0.58	4月13日
000830	鲁西化工	2017年业绩符合预期，一季度延续高盈利	买入	光大证券	1.33	2.2	4月13日
300627	华测导航	业绩增长稳健，未来发展可期	买入	国元证券	-	1.36	4月13日
000553	沙隆达A	立足中国、联通世界	买入	光大证券	-	0.7	4月13日
300577	开润股份	B2C翻倍增长，品牌品类双拓展，B2B优化客户结构，内部管理提效增速	增持	中信建投	-	1.56	4月16日
002228	合兴包装	一季度业绩上修，盈利加速增长	买入	中信建投	-	0.19	4月16日
600933	爱柯迪	2017年业绩符合预期 受益轻量化业绩可期	买入	天风证券	-	0.71	4月12日
603199	九华旅游	天气因素扰动景区客流，积极拓展新项目良性发展	增持	申万宏源	-	0.81	4月13日
002472	双环传动	点评报告：业绩符合预期，RV减速机业务增长潜力巨大	买入	东吴证券	-	0.46	4月13日
002659	凯文教育	剥离桥梁业务，教育业务纯化，海淀学校越过盈亏平衡点，盈利能力或可期	买入	国金证券	-	0.031	4月16日
002158	汉钟精机	清洁供暖事业拓展顺利，看好公司发展前景	买入	华泰证券	-	0.58	4月15日
603338	浙江鼎力	2017年业绩基本符合预期，海外市场持续高增长，维持盈利预测，维持“买入”评级	买入	申万宏源	-	2.24	4月15日
603338	浙江鼎力	浙江鼎力2017年报点评报告：17年业绩符合预期，海外业务实现高增长	买入	浙商证券	-	2.3	4月15日
601607	上海医药	国务院发布仿制药政策意见，加快进口替代利好上海医药	增持	华创证券	-	1.52	4月16日
000821	京山轻机	2017年快报及2018Q1业绩预告点评：深化智能布局，取得良好协同效应	增持	华创证券	0.28	0.52	4月16日
002050	三花智控	专注领先，创新超越，新能源汽车热管理成为亮点	增持	新时代	-	0.7	4月16日
603108	润达医疗	并购贡献业绩增速，经营性现金流改善	增持	财富证券	-	0.5	4月16日
603156	养元饮品	Q1业绩超预期，看好基本面企稳带来估值修复	买入	国金证券	-	5.153	4月16日
600196	复星医药	贝伐珠单抗启动III期临床，和抗PD-(L)1单抗协同性强	买入	中泰证券	-	1.53	4月16日
603885	吉祥航空	运力储备充裕，兼具成长性和提价预期	买入	招商证券	-	0.85	4月17日
600436	片仔癀	业绩高速增长，主导产品量价齐升	买入	东北证券	-	1.75	4月17日
601311	骆驼股份	一季度出货量同比提升明显、铅回收布局逐步完善	增持	平安证券	-	0.74	4月17日
000671	阳光城	销售业绩再创新高 战略机制全面升级	买入	中信建投	-	0.83	4月17日
600482	中国动力	强国主线，动力先行	买入	长江证券	0.76	0.93	4月17日
603848	好太太	智能晾晒细分绝对龙头，多品牌+强渠道驱成长	买入	中信建投	-	0.67	4月17日
000938	紫光股份	发布公有云战略，与腾讯探讨互联网合作	增持	中信建投	-	-	4月17日
000543	皖能电力	电价上调一季度扭亏为盈 业绩有望环比改善	买入	申万宏源	-	0.17	4月17日
002117	东港股份	18Q1超预期，子公司并表增厚业绩，票据盈利水平提升，档案和覆合类产品放量，维持增持	增持	申万宏源	-	0.92	4月17日
002050	三花智控	2017年业绩符合预期，新能源汽车业务带动高增长	增持	申万宏源	-	0.7	4月17日
002008	大族激光	工业解决方案商的代表	买入	天风证券	-	2.3	4月18日
002741	光华科技	PCB化学品进入高速增长期，锂电回收风口渐起	增持	申万宏源	-	0.64	4月18日
002294	信立泰	2018年一季报点评：销售发力助一季度业绩增速回升	买入	东方财富证券	-	1.65	4月18日
300136	信维通信	2017年报点评：立足大客户大平台，业绩保持高速增长	增持	东方财富证券	-	1.09	4月18日
002812	创新股份	重组并购获批文，湿法龙头即将登场	增持	申万宏源	-	1.76	4月18日
002294	信立泰	2018一季报点评：收入如期提速，研发和营销投入持续加码	买入	光大证券	-	1.61	4月17日
603986	兆易创新	【联讯电子年报点评】兆易创新：业绩保持快速增长，自主创新助力国产替代	增持	联讯证券	-	3.34	4月17日
603306	华懋科技	动态分析：短期业绩承压，中长期稳健增长趋势不变	买入	华金证券	-	1.34	4月17日
000703	恒逸石化	24亿超2000名员工参与史上最大规模员工持股，彰显未来发展信心	增持	申万宏源	1	1.84	4月17日
300017	网宿科技	底部夯实确立，云计算的稀缺“门票”	增持	华创证券	-	0.43	4月16日
000636	风华高科	风华正茂，行业景气+管理改善双轮驱动	买入	华创证券	0.23	0.67	4月16日
601117	中国化学	在手订单充足，业绩拐点趋势明显，维持“买入”	买入	太平洋	0.38	0.54	4月16日
600681	百川能源	煤改气驱动业绩大幅提升 全产业链布局进一步推进	买入	申万宏源	-	0.99	4月17日
300631	久吾高科	2017年报点评：业绩符合预期，盐湖提锂建设高峰有望充分受益	增持	国海证券	-	0.75	4月17日
601100	恒立液压	高端泵阀奠定长期成长，盈利能力大幅增强	买入	安信证券	-	1	4月17日
000830	鲁西化工	公告点评：一季度业绩略超预期，新产能将有序投放助持续增长	买入	东兴证券	-	1.33	4月13日
300012	华测检测	业绩拐点将至，检测王者归来（更正）	买入	华泰证券	0.08	0.17	4月13日
600298	安琪酵母	广阔空间，持续成长	增持	国联证券	-	1.25	4月13日
300662	科锐国际	业绩符合预期，海外收购扩张版图	买入	中泰证券	-	0.56	4月13日
300308	中际旭创	业绩增长符合预期，行业龙头地位稳固	买入	东北证券	-	1.73	4月13日
600584	长电科技	点评报告：内部整合效果显现，获利能力改善	增持	万联证券	-	0.45	4月13日
300271	华宇软件	年报点评报告：法律科技业务持续增长	增持	万联证券	-	0.67	4月13日
002191	劲嘉股份	烟标拐点向上，酒包非烟齐发力，大包装稳前行	买入	中信建投	-	0.52	4月16日
600325	华发股份	业绩稳步兑现，大湾区资源龙头	买入	中信建投	-	0.96	4月16日
000528	柳工	战略趋于进取，全年业绩确定高增长	买入	方正证券	-	0.89	4月16日
000063	中兴通讯	重大事件快评：中移动获批FDD牌照，中兴有望成边际受益最大者	买入	国信证券	-	1.27	4月12日
300633	开立医疗	技术向高端突破，超声+内窥镜迎来进口替代黄金期	增持	中泰证券	-	0.67	4月12日
002294	信立泰	25mg泰嘉通过一致性评价 助推未来收入增速提升	买入	招商证券	-	1.59	4月12日
600567	山鹰纸业	一季度可比核心利润超预期，全年高增无虞	买入	招商证券	-	0.57	4月12日
300400	劲拓股份	劲拓股份2017年年报&2018年一季报预告点评：焊接业务持续高增长，光电模组或成新的利润增长点	增持	华创证券	-	0.52	4月12日
000681	视觉中国	视觉中国公司点评：百度图片区块链平台上线提速行业正版化，视觉中国为其合作方	买入	新时代	0.41	0.56	4月13日
600312	平高电气	年报点评：17年盈利下滑，18年着力优化产业布局	增持	浙商证券	-	0.49	4月13日
002832	比音勒芬	精准定位、差异竞争、高速增长	买入	国盛证券	1.63	2.3	4月16日
600498	烽火通信	2017年报点评：业绩释放略低于预期，择机逢低布局	买入	光大证券	-	0.9	4月16日
300271	华宇软件	年报点评：战略布局清晰，AI+大数据助力竞争力加强	买入	光大证券	-	0.69	4月16日
002593	日上集团	2017年年报点评：原材料及汇率风险拖累业绩，18年有望改善	买入	浙商证券	-	0.13	4月15日
002191	劲嘉股份	2017年报点评：烟草主业受益行业复苏稳健增长，涉足高端酒包打开成长空间	买入	申万宏源	-	0.5	4月15日
300595	欧普康视	欧普康视2017年年报点评报告：高增长可持续，护理产品亮眼	增持	浙商证券	-	1.63	4月15日
603986	兆易创新	存储器业务取得较好进展 收购思立微加码人机交互	增持	中国银河	-	4.31	4月16日
600276	恒瑞医药	研发投入力度加大，创新和国际化确保持续成长	增持	招商证券	-	1.35	4月16日
002126	银轮股份	全球化叠加新能源，短期扰动不改龙头本色	买入	东北证券	-	0.51	4月16日
300188	美亚柏科	国内电子数据取证龙头深耕市场，多领域共振发展	买入	太平洋	-	0.73	4月16日
300036	超图软件	GIS龙头长线逻辑逐步确立	买入	招商证券	-	0.6	4月16日
000528	柳工	一季报业绩预告：公司业绩加速释放	买入	东北证券	-	0.76	4月17日
300639	凯普生物	HPV检测稳健增长，检验服务快速推进	买入	东北证券	-	1.26	4月17日
300197	铁汉生态	大生态布局初步完成，盈利有待提升	买入	华泰证券	-	0.78	4月17日
600884	杉杉股份	锂电材料全产业链龙头，正负极业务并进助力业绩高增长	买入	中信建投	0.79	0.83	4月17日
603055	台华新材	业绩略超预期，产能扩长解决发展瓶颈	增持	中信建投	-	0.8	4月17日
000553	沙隆达A	一次性收益致业绩大增，合并协同效应+先正达类似资产转移助推未来成长	-	中信建投	-	1.31	4月17日
002024	苏宁易购	零售云：低线市场份额收割利器	买入	华泰证券	-	0.16	4月17日
002511	中顺洁柔	渠道产能双轨驱动，业绩符合预期	增持	华泰证券	-	0.56	4月17日
603757	大元泵业	深度报告：海外市场+化工泵发力，公司业绩有望持续增长	买入	国海证券	-	3.23	4月17日
000710	贝瑞基因	布局基因测序上游，逐步延伸产业链	买入	西南证券	-	0.95	4月17日
600276	恒瑞医药	业绩分析：业绩高于预期；18年关注新上市产品	买入	高华证券	-	1.4	4月18日
300258	精锻科技	汇兑损失影响短期业绩，储备项目+产能释放助力公司发展	增持	国联证券	-	0.74	4月18日
300041	回天新材	公司一季报点评：收入快速增长，产品结构持续优化	增持	长城证券	-	0.37	4月18日
603306	华懋科技	2017年年报点评：汽车安全领域细分龙头，四季度盈利水平回升	买入	国信证券	-	1.26	4月17日
300197	铁汉生态	乡村振兴+生态旅游打开增量空间，充足订单保障业绩高增长	增持	申万宏源	-	0.75	4月17日
600153	建发股份	供应链地产齐发力，未来增速可期	买入	西南证券	-	1.36	4月17日
601100	恒立液压	进口替代延续，业绩增长可期	增持	华泰证券	-	1.03	4月17日
600031	三一重工	工程机械行业持续火爆，业绩释放有望超预期	买入	太平洋	0.27	0.54	4月16日
600132	重庆啤酒	重庆啤酒年报点评：产品结构持续优化，大城市战略初见成效	增持	华创证券	-	0.86	4月16日
300558	贝达药业	临床推进顺利，股权激励释放新动力	买入	太平洋	-	0.64	4月16日
600258	首旅酒店	事件点评：如家经营持续向好，南山景区经营现亮点	增持	国海证券	-	1.04	4月16日
300575	中旗股份	补齐中间体短板，成长空间打开	买入	东吴证券	-	2.22	4月16日
600535	天士力	商业受益两票制高速增长，普佑克顺利放量	买入	招商证券	-	1.42	4月17日
600305	恒顺醋业	非经常性损益增厚净利润，调味品业务向好发展	增持	西南证券	-	0.42	4月17日
300469	信息发展	业绩符合预期，追溯云龙头地位渐显	买入	安信证券	-	0.61	4月17日
600963	岳阳林纸	重大事件快评：Q1业绩高增长，中标2.6亿项目彰显强劲拿单能力	买入	国信证券	-	0.41	4月17日
601933	永辉超市	供应链逐步完善，门店网络日渐清晰	增持	国联证券	-	0.23	4月13日
603868	飞科电器	深耕产品力，稳健多元化	增持	国联证券	-	2.13	4月13日
002230	科大讯飞	平台赛道突飞猛进，AI应用遍地开花	买入	华安证券	-	0.47	4月13日
600584	长电科技	【联讯电子年报点评】长电科技：行业龙头地位稳固，多管齐下释放盈利能力	增持	联讯证券	-	0.62	4月13日
600971	恒源煤电	一季度产量同比下降，毛利持续改善	中性	安信证券	-	0.61	4月13日
603008	喜临门	自主品牌建设效果渐显，终端零售快速增长	买入	招商证券	-	0.94	4月13日
000027	深圳能源	多因结合导致业绩下滑，未来增长值得期待	增持	中信建投	-	0.25	4月16日
000538	云南白药	2017年变革之年，新白药新征程起航	买入	天风证券	-	3.41	4月12日
603601	再升科技	2018Q1业绩大幅增长，行业广阔成长迅速	增持	招商证券	0.3	0.47	4月12日
000710	贝瑞基因	17年完成业绩承诺，轻装上阵未来可期	中性	天风证券	-	0.87	4月12日
603365	水星家纺	家纺龙头业绩靓丽，线上高增长、线下双位数回暖	买入	光大证券	-	1.25	4月12日
600567	山鹰纸业	静待需求启动所激发的再度提价，维持买入评级	买入	天风证券	-	0.6	4月12日
600682	南京新百	17年归母净利润增速58.58%，医疗养老转型逐步落地	增持	申万宏源	-	1.06	4月12日
002371	北方华创	2017年年报点评：业绩稳步增长，2018有望延续	中性	国信证券	-	0.37	4月13日
600584	长电科技	2017年报点评：风雨后显彩虹，封装龙头迎拐点	买入	国信证券	-	0.63	4月13日
300014	亿纬锂能	业绩略超预期，锂离子电池和电子雾化器高速增长	增持	华创证券	-	0.64	4月13日
002850	科达利	技术领先，优质客户打造锂电结构件龙头	买入	安信证券	-	1.47	4月13日
600039	四川路桥	2017年报点评：单四季度收入大增68%，第三轮建设高峰期正式开启	买入	光大证券	-	0.34	4月16日
002368	太极股份	再镀太极金，多信号推测迎接戴维斯双击！统筹的16、17、18三年细致跟踪！	买入	申万宏源	-	0.93	4月16日
000768	中航飞机	一季报业绩扭亏，坚定看好公司未来增长前景	买入	申万宏源	-	0.2	4月16日
300021	大禹节水	预中标天津PPP项目，业绩高增长持续	增持	华创证券	-	0.38	4月15日
300437	清水源	联合中标大单，收购协同效应显现	买入	华泰证券	-	1.11	4月15日
600681	百川能源	业绩符合预期，多方发力创造盈利增长点	买入	东方证券	-	0.99	4月16日
